Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,10.475000,10.480000,10.160000,10.220000,7.944303,4117439
2021-01-05,10.245000,10.385000,10.175000,10.255000,7.971509,3519426
2021-01-06,10.435000,10.825000,10.360000,10.670000,8.294101,7687827
2021-01-07,10.735000,10.815000,10.510000,10.750000,8.356287,6240088
2021-01-08,10.860000,10.880000,10.540000,10.670000,8.294101,4542555
2021-01-11,10.575000,10.685000,10.435000,10.525000,8.181388,3971126
2021-01-12,10.595000,10.745000,10.540000,10.660000,8.286327,4244430
2021-01-13,10.615000,10.680000,10.550000,10.605000,8.243574,2850076
2021-01-14,10.645000,10.735000,10.375000,10.420000,8.099769,6642989
2021-01-15,10.360000,10.465000,10.075000,10.175000,7.909323,6627987
2021-01-18,10.115000,10.315000,10.105000,10.280000,7.990943,3691499
2021-01-19,10.330000,10.435000,10.035000,10.050000,7.812156,5250926
2021-01-20,10.085000,10.220000,10.080000,10.205000,7.932642,3885627
2021-01-21,10.255000,10.310000,10.020000,10.060000,7.819931,4516395
2021-01-22,10.050000,10.060000,9.766000,9.922000,7.712658,6690317
2021-01-25,10.010000,10.055000,9.432000,9.500000,7.384626,8198021
2021-01-26,9.500000,9.770000,9.500000,9.674000,7.519881,5039103
2021-01-27,9.610000,9.682000,9.312000,9.428000,7.328659,6272917
2021-01-28,9.322000,9.624000,9.228000,9.570000,7.439039,5739909
2021-01-29,9.404000,9.512000,9.282000,9.380000,7.291347,5555099
2021-02-01,9.500000,9.620000,9.420000,9.516000,7.397063,4016572
2021-02-02,9.604000,9.838000,9.602000,9.796000,7.614715,5459591
2021-02-03,9.986000,10.090000,9.786000,9.872000,7.673792,5196763
2021-02-04,9.900000,10.015000,9.716000,9.954000,7.737534,5486209
2021-02-05,9.916000,10.280000,9.892000,10.135000,7.878230,6299286
2021-02-08,10.205000,10.390000,10.160000,10.220000,7.944303,4496577
2021-02-09,10.240000,10.270000,10.055000,10.135000,7.878230,3502396
2021-02-10,10.205000,10.345000,10.160000,10.220000,7.944303,4810550
2021-02-11,10.800000,10.800000,10.535000,10.725000,8.336854,10334538
2021-02-12,10.720000,10.910000,10.560000,10.875000,8.453453,8015822
2021-02-15,11.015000,11.200000,11.015000,11.095000,8.624465,6426088
2021-02-16,11.130000,11.225000,11.045000,11.155000,8.671105,4458153
2021-02-17,11.190000,11.390000,11.135000,11.185000,8.694427,7099996
2021-02-18,11.175000,11.290000,10.955000,11.035000,8.577826,4913885
2021-02-19,11.035000,11.380000,11.025000,11.325000,8.803251,6072384
2021-02-22,11.290000,11.515000,11.105000,11.455000,8.904304,5358893
2021-02-23,11.465000,11.575000,11.245000,11.360000,8.830458,5438566
2021-02-24,11.520000,11.710000,11.475000,11.660000,9.063656,6010470
2021-02-25,11.750000,11.985000,11.720000,11.800000,9.172482,6001904
2021-02-26,11.585000,11.810000,11.450000,11.615000,9.028677,8096478
2021-03-01,11.770000,11.860000,11.695000,11.780000,9.156935,4535506
2021-03-02,11.770000,12.035000,11.725000,11.975000,9.308516,4915968
2021-03-03,12.065000,12.270000,12.060000,12.270000,9.537827,6925836
2021-03-04,12.205000,12.255000,12.015000,12.110000,9.413454,5207706
2021-03-05,12.045000,12.290000,11.885000,12.215000,9.495074,6328415
2021-03-08,12.305000,12.650000,12.295000,12.565000,9.767138,7462369
2021-03-09,12.580000,12.600000,12.205000,12.375000,9.619447,6749023
2021-03-10,12.305000,12.540000,12.265000,12.435000,9.666086,4787716
2021-03-11,12.490000,12.505000,12.010000,12.195000,9.479527,6110204
2021-03-12,12.240000,12.375000,12.220000,12.320000,9.576694,3157384
2021-03-15,12.310000,12.370000,12.060000,12.160000,9.452321,4017702
2021-03-16,12.230000,12.425000,12.045000,12.115000,9.417341,5597902
2021-03-17,12.110000,12.330000,12.110000,12.170000,9.460094,5049608
2021-03-18,12.285000,12.525000,12.255000,12.435000,9.666086,5407292
2021-03-19,12.295000,12.345000,12.060000,12.115000,9.417341,9027184
2021-03-22,12.000000,12.270000,11.790000,12.045000,9.362928,4954036
2021-03-23,12.005000,12.020000,11.815000,11.920000,9.265762,3840905
2021-03-24,11.770000,12.065000,11.700000,12.065000,9.378474,4585674
2021-03-25,12.015000,12.085000,11.875000,12.045000,9.362928,3805523
2021-03-26,12.120000,12.390000,12.120000,12.235000,9.510620,4847944
2021-03-29,12.180000,12.320000,12.075000,12.150000,9.444548,4566466
2021-03-30,12.255000,12.495000,12.255000,12.480000,9.701067,4767459
2021-03-31,12.415000,12.520000,12.340000,12.345000,9.596127,4747715
2021-04-01,12.336000,12.442000,12.290000,12.438000,9.668418,4647877
2021-04-06,12.502000,12.632000,12.390000,12.442000,9.671528,4387584
2021-04-07,12.496000,12.572000,12.418000,12.500000,9.716613,3762452
2021-04-08,12.542000,12.580000,12.450000,12.526000,9.736823,4794443
2021-04-09,12.580000,12.640000,12.442000,12.532000,9.741488,3736365
